Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
P07895	Chordata	Eukaryota	Mammalia	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; oxidoreductase activity [GO:0016491]; oxygen binding [GO:0019825]; superoxide dismutase activity [GO:0004784]; acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0003069]; age-dependent response to oxidative stress [GO:0001306]; age-dependent response to reactive oxygen species [GO:0001315]; aging [GO:0007568]; apoptotic mitochondrial changes [GO:0008637]; cellular response to ethanol [GO:0071361]; detection of oxygen [GO:0003032]; erythrophore differentiation [GO:0048773]; glutathione metabolic process [GO:0006749]; heart development [GO:0007507]; hemopoiesis [GO:0030097]; hydrogen peroxide biosynthetic process [GO:0050665]; hydrogen peroxide metabolic process [GO:0042743]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; iron ion homeostasis [GO:0055072]; liver development [GO:0001889]; locomotory behavior [GO:0007626]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of membrane hyperpolarization [GO:1902631]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; neuron development [GO:0048666]; oxygen homeostasis [GO:0032364]; positive regulation of cell migration [GO:0030335]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching [GO:1905932]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of blood pressure [GO:0008217]; regulation of catalytic activity [GO:0050790]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of transcription by RNA polymerase II [GO:0006357]; release of cytochrome c from mitochondria [GO:0001836]; removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]; response to activity [GO:0014823]; response to axon injury [GO:0048678]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to electrical stimulus [GO:0051602]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to hyperoxia [GO:0055093]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to isolation stress [GO:0035900]; response to L-ascorbic acid [GO:0033591]; response to lipopolysaccharide [GO:0032496]; response to magnetism [GO:0071000]; response to manganese ion [GO:0010042]; response to nutrient levels [GO:0031667]; response to oxidative stress [GO:0006979]; response to radiation [GO:0009314]; response to reactive oxygen species [GO:0000302]; response to selenium ion [GO:0010269]; response to silicon dioxide [GO:0034021]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; vasodilation [GO:0042311]	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0003069]; age-dependent response to oxidative stress [GO:0001306]; age-dependent response to reactive oxygen species [GO:0001315]; aging [GO:0007568]; apoptotic mitochondrial changes [GO:0008637]; cellular response to ethanol [GO:0071361]; detection of oxygen [GO:0003032]; erythrophore differentiation [GO:0048773]; glutathione metabolic process [GO:0006749]; heart development [GO:0007507]; hemopoiesis [GO:0030097]; hydrogen peroxide biosynthetic process [GO:0050665]; hydrogen peroxide metabolic process [GO:0042743]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; iron ion homeostasis [GO:0055072]; liver development [GO:0001889]; locomotory behavior [GO:0007626]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of membrane hyperpolarization [GO:1902631]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; neuron development [GO:0048666]; oxygen homeostasis [GO:0032364]; positive regulation of cell migration [GO:0030335]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching [GO:1905932]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of blood pressure [GO:0008217]; regulation of catalytic activity [GO:0050790]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of transcription by RNA polymerase II [GO:0006357]; release of cytochrome c from mitochondria [GO:0001836]; removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]; response to activity [GO:0014823]; response to axon injury [GO:0048678]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to electrical stimulus [GO:0051602]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to hyperoxia [GO:0055093]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to isolation stress [GO:0035900]; response to L-ascorbic acid [GO:0033591]; response to lipopolysaccharide [GO:0032496]; response to magnetism [GO:0071000]; response to manganese ion [GO:0010042]; response to nutrient levels [GO:0031667]; response to oxidative stress [GO:0006979]; response to radiation [GO:0009314]; response to reactive oxygen species [GO:0000302]; response to selenium ion [GO:0010269]; response to silicon dioxide [GO:0034021]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; vasodilation [GO:0042311]	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; oxidoreductase activity [GO:0016491]; oxygen binding [GO:0019825]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]	GO:0000302; GO:0000303; GO:0001306; GO:0001315; GO:0001666; GO:0001836; GO:0001889; GO:0003032; GO:0003069; GO:0003677; GO:0004784; GO:0005737; GO:0005739; GO:0005759; GO:0006357; GO:0006749; GO:0006801; GO:0006979; GO:0007005; GO:0007507; GO:0007568; GO:0007626; GO:0008217; GO:0008285; GO:0008630; GO:0008631; GO:0008637; GO:0009314; GO:0009409; GO:0009410; GO:0009791; GO:0010042; GO:0010043; GO:0010269; GO:0010332; GO:0010729; GO:0014823; GO:0016491; GO:0019430; GO:0019825; GO:0019899; GO:0022904; GO:0030097; GO:0030145; GO:0030335; GO:0031667; GO:0032364; GO:0032496; GO:0033591; GO:0034021; GO:0035900; GO:0035902; GO:0042311; GO:0042542; GO:0042554; GO:0042645; GO:0042743; GO:0042802; GO:0043066; GO:0043524; GO:0045429; GO:0045599; GO:0046686; GO:0048147; GO:0048666; GO:0048678; GO:0048773; GO:0050665; GO:0050790; GO:0051289; GO:0051602; GO:0051881; GO:0055072; GO:0055093; GO:0071000; GO:0071361; GO:1902176; GO:1902631; GO:1904706; GO:1905461; GO:1905932	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	KOG0876;	1.10.287.990;3.55.40.20;	CLU_031625_2_1_1;	KWGSFDK;	1353361at2759;	PF02777;PF00081;	None	SSF46609;SSF54719;
A4ISC5	Firmicutes	Bacteria	Bacilli	metal ion binding [GO:0046872]; superoxide metabolic process [GO:0006801]	superoxide metabolic process [GO:0006801]	metal ion binding [GO:0046872]	None	GO:0006801; GO:0046872	Superoxide dismutase (Cu-Zn)	None	COG2032;	2.60.40.200;	CLU_056632_8_1_9;	EHGFNNP;	2015673at2;	PF00080;	None	SSF49329;
D0EAP3	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q76CY6	Crenarchaeota	Archaea	Thermoprotei	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A3NS93	Proteobacteria	Bacteria	Betaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	CLU_031625_0_0_4;	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
E9LK91	Firmicutes	Bacteria	Bacilli	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
I6TCY8	Mollusca	Eukaryota	Bivalvia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
H8YHP4	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	1353361at2759;	PF02777;PF00081;	None	SSF46609;SSF54719;
F8V325	Ascomycota	Eukaryota	Sordariomycetes	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
J7H7U2	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
J7HET3	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
D2K8K6	Mollusca	Eukaryota	Bivalvia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
G9D323	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
G9D319	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
G9D322	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
Q9P9I6	Euryarchaeota	Archaea	Methanomicrobia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
G9D320	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
A4ZYP8	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
G0WP59	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
D9Q0R7	Crenarchaeota	Archaea	Thermoprotei	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	arCOG04147;	1.10.287.990;3.55.40.20;	CLU_031625_2_2_2;	KWGSFDK;	74803at2157;	PF02777;PF00081;	None	SSF46609;SSF54719;
H8YHP3	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	1574423at2759;	PF00080;	None	SSF49329;
T1T1K2	Firmicutes	Bacteria	Bacilli	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A9U908	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
M9QJD2	Deinococcus-Thermus	Bacteria	Deinococci	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q9YE27	Crenarchaeota	Archaea	Thermoprotei	None	None	None	None	None	Uncharacterized protein	None	arCOG12510;	None	None	WKADFLE;	None	None	None	None
O93724	Crenarchaeota	Archaea	Thermoprotei	manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	None	manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0030145	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	arCOG04147;	1.10.287.990;3.55.40.20;	CLU_031625_2_2_2;	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
P84612	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	CLU_031625_0_0_6;	YLHSIFW;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
P00448	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; cytosol [GO:0005829]; antioxidant activity [GO:0016209]; DNA binding [GO:0003677]; manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]; cellular response to selenium ion [GO:0071291]; removal of superoxide radicals [GO:0019430]; response to acidic pH [GO:0010447]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; superoxide metabolic process [GO:0006801]	cellular response to selenium ion [GO:0071291]; removal of superoxide radicals [GO:0019430]; response to acidic pH [GO:0010447]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]; superoxide metabolic process [GO:0006801]	antioxidant activity [GO:0016209]; DNA binding [GO:0003677]; manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	GO:0003677; GO:0004784; GO:0005737; GO:0005829; GO:0006801; GO:0006979; GO:0009408; GO:0010447; GO:0016209; GO:0019430; GO:0030145; GO:0046872; GO:0071291	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	CLU_031625_0_1_6;	YEGWKGE;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q2UZU7	Bacillariophyta (diatoms)	Eukaryota	Coscinodiscophyceae (centric diatoms)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
P41975	Chordata	Eukaryota	Mammalia	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	None	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]	GO:0004784; GO:0005507; GO:0005615; GO:0005794; GO:0062023	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_3_1_1;	MHAKITE;	1574423at2759;	PF00080;	None	SSF49329;
Q9M7R2	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
P00442	Chordata	Eukaryota	Mammalia	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]; chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; protein homodimerization activity [GO:0042803]; protein phosphatase 2B binding [GO:0030346]; superoxide dismutase activity [GO:0004784]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to axon injury [GO:0048678]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; retina homeostasis [GO:0001895]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of protein kinase activity [GO:0045859]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to axon injury [GO:0048678]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; retina homeostasis [GO:0001895]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide metabolic process [GO:0006801]; transmission of nerve impulse [GO:0019226]	chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; protein homodimerization activity [GO:0042803]; protein phosphatase 2B binding [GO:0030346]; superoxide dismutase activity [GO:0004784]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]	GO:0000209; GO:0000303; GO:0001541; GO:0001819; GO:0001895; GO:0002262; GO:0004784; GO:0004842; GO:0005507; GO:0005634; GO:0005737; GO:0005739; GO:0005777; GO:0005829; GO:0006749; GO:0006801; GO:0006879; GO:0007283; GO:0007566; GO:0007569; GO:0007605; GO:0007626; GO:0008217; GO:0008270; GO:0009408; GO:0010033; GO:0019226; GO:0019430; GO:0030346; GO:0031410; GO:0032287; GO:0032839; GO:0032991; GO:0040014; GO:0042542; GO:0042803; GO:0043025; GO:0043085; GO:0043161; GO:0043410; GO:0043524; GO:0045471; GO:0045541; GO:0045859; GO:0046716; GO:0048678; GO:0050665; GO:0051087; GO:0051881; GO:0060047; GO:0060052; GO:0060087; GO:0060088; GO:0072593	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_4_1_1;	AQRGFHI;	1574423at2759;	PF00080;	None	SSF49329;
P0AGD3	Proteobacteria	Bacteria	Gammaproteobacteria	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]; response to superoxide [GO:0000303]; superoxide metabolic process [GO:0006801]	removal of superoxide radicals [GO:0019430]; response to superoxide [GO:0000303]; superoxide metabolic process [GO:0006801]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	GO:0000303; GO:0004784; GO:0005506; GO:0005737; GO:0005829; GO:0006801; GO:0016020; GO:0016491; GO:0019430	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	CLU_031625_0_0_6;	YLHSIFW;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
