Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
B3GGC7	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
A6YJX1	Ascomycota	Eukaryota	Eurotiomycetes	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q8W427	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998; GO:0050832	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	LTMATMN;	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q9FRV1	Streptophyta	Eukaryota	Magnoliopsida	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; killing of cells of another organism [GO:0031640]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; killing of cells of another organism [GO:0031640]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061; GO:0016998; GO:0031640; GO:0050832	Basic endochitinase A (EC 3.2.1.14) (Rye seed chitinase-a) (RSC-a)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
P86181	Streptophyta	Eukaryota	Magnoliopsida	chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; killing of cells of another organism [GO:0031640]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; killing of cells of another organism [GO:0031640]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]	None	GO:0000272; GO:0004568; GO:0006032; GO:0016998; GO:0031640; GO:0050832	Endochitinase (EC 3.2.1.14) (Fragments)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	None	None	None	None	PF00182;	None	SSF53955;
B5L6N2	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
B1B6T0	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
B0LS89	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	None	GO:0004553; GO:0005975	Chitinase (Fragment)	Glycosyl hydrolase 18 family	None	None	None	None	None	PF00704;	None	SSF51445;
Q9SQF7	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q92223	Ascomycota	Eukaryota	Eurotiomycetes	anchored component of membrane [GO:0031225]; cell tip [GO:0051286]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	anchored component of membrane [GO:0031225]; cell tip [GO:0051286]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	GO:0000272; GO:0004568; GO:0005576; GO:0005886; GO:0006032; GO:0008061; GO:0031225; GO:0051286	Endochitinase A (EC 3.2.1.14) (Chitinase A)	Glycosyl hydrolase 18 family, Chitinase class III subfamily	None	None	None	DTVYPTD;	None	PF00704;	None	SSF51445;
Q9CE95	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	COG3469;COG3979;	2.60.40.10;	CLU_018239_0_0_9;	NGVHPPF;	None	PF02839;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;
B1VBB0	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase 60 (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;	None	None	None	PF16403;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;
Q93LF1	Proteobacteria	Bacteria	Gammaproteobacteria	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q700B8	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; metal ion binding [GO:0046872]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0030246; GO:0046872	Chitinase C1 (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;	None	None	None	PF00704;	SM00495;SM00060;	SSF49265;SSF51055;SSF51445;
B3XZQ2	Actinobacteria	Bacteria	Actinomycetia (high G+C Gram-positive bacteria)	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0016998; GO:0030246	Chitinase A	None	None	None	None	None	None	PF00182;	SM00495;	SSF53955;
P85084	Streptophyta	Eukaryota	Magnoliopsida	vacuole [GO:0005773]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	vacuole [GO:0005773]	GO:0000272; GO:0004568; GO:0005773; GO:0006032; GO:0006952; GO:0008061; GO:0016998	Endochitinase (EC 3.2.1.14)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	None	None	None	None	PF00182;	None	SSF53955;
Q06HA3	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061; GO:0016021	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q41539	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q8W428	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response to fungus [GO:0050832]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998; GO:0050832	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	CAIMKRM;	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q6T484	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q9XEN6	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	KOG4742;	3.30.60.10;	CLU_045506_1_1_1;	SENYCND;	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q9AXR9	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q42839	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061; GO:0016998	Chitinase (EC 3.2.1.14)	None	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q8U1H5	Euryarchaeota	Archaea	Thermococci	chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide binding [GO:0030247]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide binding [GO:0030247]	None	GO:0004553; GO:0005975; GO:0008061; GO:0030247	Putative chitinase	None	arCOG07840;	2.60.40.290;3.10.50.10;	CLU_385274_0_0_2;	None	15793at2157;	PF00553;PF00704;	SM00637;SM00636;	SSF49384;SSF51445;SSF54556;
P48827	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Endochitinase 42 (EC 3.2.1.14) (42 kDa endochitinase) (Chitinase 42)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q12713	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Endochitinase 33 (EC 3.2.1.14) (33 kDa endochitinase) (Chitinase 33)	Glycosyl hydrolase 18 family, Chitinase class III subfamily	None	None	None	None	None	PF00704;	None	SSF51445;
P11955	Streptophyta	Eukaryota	Magnoliopsida	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0006952; GO:0008061; GO:0016998	26 kDa endochitinase 1 (EC 3.2.1.14)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
A0MWE1	Nematoda (roundworms)	Eukaryota	Chromadorea	extracellular region [GO:0005576]; chitin binding [GO:0008061]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0005576; GO:0005975; GO:0008061	Chitinase III	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	None	None	None	PF01607;PF00704;	SM00494;SM00636;	SSF51445;SSF54556;SSF57625;
A0MWE0	Nematoda (roundworms)	Eukaryota	Chromadorea	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061	Chitinase I (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	None	None	None	PF01607;PF00704;	SM00494;SM00636;	SSF51445;SSF54556;SSF57625;
Q068W1	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0030246	Chitinase C	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;	None	None	None	PF00704;	SM00495;SM00060;	SSF49265;SSF51055;SSF51445;
P11797	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061; GO:0030246	Chitinase B (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00495;SM00636;	SSF51055;SSF51445;SSF54556;
P07254	Proteobacteria	Bacteria	Gammaproteobacteria	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061	Chitinase A (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q3YLC5	Ascomycota	Eukaryota	Sordariomycetes	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q25BN2	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00495;SM00636;SM00089;	SSF51055;SSF51445;SSF54556;SSF81296;
A0EQW8	Firmicutes	Bacteria	Bacilli	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	extracellular region [GO:0005576]	GO:0004553; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF02839;PF00041;PF00704;	SM00495;SM00060;SM00636;	SSF49265;SSF51055;SSF51445;SSF54556;
A1IJ67	Streptophyta	Eukaryota	Magnoliopsida	vacuole [GO:0005773]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]; defense response [GO:0006952]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	vacuole [GO:0005773]	GO:0004568; GO:0005773; GO:0005975; GO:0006032; GO:0006952; GO:0008061; GO:0016998	Class IV chitinase (EC 3.2.1.14)	Glycosyl hydrolase 19 family, Chitinase class I subfamily	None	3.30.60.10;	None	None	None	PF00187;PF00182;	SM00270;	SSF53955;SSF57016;
Q75ZW9	Firmicutes	Bacteria	Clostridia	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14) (Chitinase 18C)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	COG3325;COG3469;	2.60.40.10;3.10.50.10;	None	None	None	PF00704;	SM00495;SM00636;	SSF51055;SSF51445;SSF54556;
Q5MYT4	Proteobacteria	Bacteria	Betaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0008061; GO:0030246	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family	None	3.10.50.10;	None	None	None	PF02839;PF00704;	SM00495;SM00636;	SSF51055;SSF51445;SSF54556;
A5YRG4	Firmicutes	Bacteria	Bacilli	chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide binding [GO:0030247]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	chitin binding [GO:0008061]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide binding [GO:0030247]	None	GO:0004553; GO:0005975; GO:0008061; GO:0030247	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;2.60.40.290;3.10.50.10;	None	None	None	PF00553;PF00041;PF00704;	SM00637;SM00060;SM00636;	SSF49265;SSF49384;SSF51445;SSF54556;
Q0WYK2	Streptophyta	Eukaryota	Polypodiopsida	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metal ion binding [GO:0046872]	None	GO:0004553; GO:0005975; GO:0046872	Chitinase A	Glycosyl hydrolase 18 family	None	3.10.350.10;	None	None	None	PF00704;PF01476;	SM00257;	SSF51445;SSF54106;
A7M6A0	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; chitin binding [GO:0008061]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061; GO:0030246	Chitinase A protein (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00495;SM00636;SM00089;	SSF49299;SSF51055;SSF51445;SSF54556;SSF81296;
